Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
22051.30739903047,0.0214060355335788,-46.1499876499056,-90.12790816076665
24770.76355991711,0.02510856204911062,-46.94488824631843,-90.65733261526208
27825.59402207123,0.02593235673691057,-48.08035042550781,-89.38844283164144
31257.15849688237,0.02906336411815441,-48.73657235109302,-89.3762072291134
35111.9173421513,0.03253101978300234,-49.92016430343666,-89.7410998187846
39442.06059437657,0.03519405473728001,-50.71295389950254,-87.9549548853818
44306.2145758388,0.03864854028488915,-52.02230187902556,-90.67444629947551
49770.23564332114,0.04301129862208493,-52.61287563175182,-88.33772999478339
55908.10182512223,0.0491007970306087,-53.82131245709865,-93.71616474949944
62802.91441834249,0.04723374759587727,-54.84613457114168,-92.6142481733138
70548.02310718645,0.0577467812073864,-55.76316171830974,-87.820673026839
79248.28983539171,0.0540321996404932,-55.94606031972952,-90.27235675148131
89021.5085445039,0.06984203773112471,-58.95908982338789,-89.89453270595391
100000,0.07295449696031463,-58.04268701377278,-89.0056038183169
